,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Datetime,Month,Count post,,Category,Score,Count,Reaction Type,,,Month,Count post
18,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,22/5/21 19:44,photo,studying,positive,30,,5/22/2021,5,2138,,,,,,,,,
19,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,31/1/21 16:03,photo,studying,positive,45,,1/31/2021,1,2126,,,,,,,,,
20,97522e57-d9ab-4bd6-97bf-c24d952602d2,peeking,20/11/20 17:26,photo,studying,neutral,35,,11/20/2020,11,2034,,,,,,,,,
21,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,11/4/2021 20:47,photo,studying,negative,12,,4/11/2021,4,1974,,,,,,,,,
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,13/6/21 16:46,photo,studying,positive,50,,6/13/2021,6,2021,,,,,,,,,
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,11/4/2021 14:29,photo,studying,positive,60,,4/11/2021,4,1974,,,,,,,,,
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2/3/2021 19:21,photo,studying,negative,12,,3/2/2021,3,2012,,,,,,,,,
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27/6/20 18:44,photo,studying,negative,5,,6/27/2020,6,2021,,,,,,,,,
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,9/5/2021 21:05,photo,studying,negative,5,,5/9/2021,5,2138,,,,,,,,,
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,4/8/2020 23:58,photo,studying,positive,70,,8/4/2020,8,2114,,,,,,,,,
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,28/8/20 3:57,photo,studying,positive,75,,8/28/2020,8,2114,,,,,,,,,
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,25/8/20 8:21,photo,studying,positive,45,,8/25/2020,8,2114,,,,,,,,,
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,20/4/21 23:48,photo,studying,negative,15,,4/20/2021,4,1974,,,,,,,,,
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,7/3/2021 12:40,photo,studying,positive,30,,3/7/2021,3,2012,,,,,,,,,
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,24/5/21 3:21,photo,studying,neutral,20,,5/24/2021,5,2138,,,,,,,,,
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,24/1/21 11:03,photo,studying,positive,75,,1/24/2021,1,2126,,,,,,,,,
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,9/4/2021 2:46,photo,studying,negative,0,,4/9/2021,4,1974,,,,,,,,,
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/2/2021 3:43,photo,studying,positive,75,,2/2/2021,2,1914,,,,,,,,,
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,4/2/2021 3:06,photo,studying,positive,30,,2/4/2021,2,1914,,,,,,,,,
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,9/11/2020 2:49,photo,studying,negative,10,,11/9/2020,11,2034,,,,,,,,,
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,29/9/20 16:00,photo,studying,negative,15,,9/29/2020,9,2022,,,,,,,,,
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,29/11/20 21:33,photo,studying,negative,10,,11/29/2020,11,2034,,,,,,,,,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,13/2/21 7:54,photo,studying,positive,70,,2/13/2021,2,1914,,,,,,,,,
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,14/7/20 5:28,photo,studying,positive,30,,7/14/2020,7,2070,,,,,,,,,
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,23/8/20 10:30,photo,studying,neutral,20,,8/23/2020,8,2114,,,,,,,,,
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,10/5/2021 9:27,photo,studying,negative,12,,5/10/2021,5,2138,,,,,,,,,
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15/3/21 3:59,photo,studying,negative,5,,3/15/2021,3,2012,,,,,,,,,
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,25/6/20 17:01,photo,healthy eating,negative,10,,6/25/2020,6,2021,,,,,,,,,
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,13/9/20 0:11,photo,healthy eating,positive,45,,9/13/2020,9,2022,,,,,,,,,
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 18:17,photo,healthy eating,neutral,35,,8/20/2020,8,2114,,,,,,,,,
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,11/2/2021 4:53,photo,healthy eating,negative,15,,2/11/2021,2,1914,,,,,,,,,
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,8/3/2021 10:40,photo,healthy eating,negative,5,,3/8/2021,3,2012,,,,,,,,,
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,28/3/21 21:15,photo,healthy eating,negative,0,,3/28/2021,3,2012,,,,,,,,,
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25/5/21 1:00,photo,healthy eating,negative,5,,5/25/2021,5,2138,,,,,,,,,
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,15/3/21 12:17,photo,healthy eating,positive,50,,3/15/2021,3,2012,,,,,,,,,
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,5/5/2021 16:26,photo,healthy eating,positive,65,,5/5/2021,5,2138,,,,,,,,,
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,31/8/20 0:21,photo,healthy eating,positive,65,,8/31/2020,8,2114,,,,,,,,,
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,16/6/21 3:02,photo,healthy eating,positive,60,,6/16/2021,6,2021,,,,,,,,,
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,7/7/2020 10:52,photo,healthy eating,neutral,20,,7/7/2020,7,2070,,,,,,,,,
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,20/8/20 7:59,photo,healthy eating,neutral,35,,8/20/2020,8,2114,,,,,,,,,
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,23/9/20 11:15,photo,healthy eating,positive,65,,9/23/2020,9,2022,,,,,,,,,
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,24/3/21 5:56,photo,healthy eating,positive,50,,3/24/2021,3,2012,,,,,,,,,
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,7/12/2020 19:13,photo,healthy eating,negative,5,,12/7/2020,12,2092,,,,,,,,,
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/8/2020 16:41,photo,healthy eating,positive,75,,8/3/2020,8,2114,,,,,,,,,
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/1/2021 15:36,photo,healthy eating,positive,72,,1/10/2021,1,2126,,,,,,,,,
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,20/9/20 8:48,photo,healthy eating,negative,15,,9/20/2020,9,2022,,,,,,,,,
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,20/7/20 14:06,photo,healthy eating,positive,70,,7/20/2020,7,2070,,,,,,,,,
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,24/10/20 12:15,photo,healthy eating,positive,72,,10/24/2020,10,2056,,,,,,,,,
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/2021 1:27,photo,healthy eating,positive,30,,6/6/2021,6,2021,,,,,,,,,
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,25/12/20 0:09,photo,healthy eating,positive,60,,12/25/2020,12,2092,,,,,,,,,
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,14/6/21 7:56,photo,healthy eating,positive,50,,6/14/2021,6,2021,,,,,,,,,
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,5/6/2021 18:00,photo,healthy eating,positive,50,,6/5/2021,6,2021,,,,,,,,,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18/11/20 23:37,photo,healthy eating,negative,5,,11/18/2020,11,2034,,,,,,,,,
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/5/2021 2:42,photo,healthy eating,positive,30,,5/9/2021,5,2138,,,,,,,,,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/5/2021 8:38,photo,healthy eating,negative,10,,5/11/2021,5,2138,,,,,,,,,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,12/11/2020 8:00,photo,healthy eating,neutral,35,,11/12/2020,11,2034,,,,,,,,,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,21/6/20 16:57,photo,healthy eating,positive,60,,6/21/2020,6,2021,,,,,,,,,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,4/3/2021 23:58,photo,healthy eating,positive,75,,3/4/2021,3,2012,,,,,,,,,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,9/7/2020 16:47,photo,healthy eating,positive,70,,7/9/2020,7,2070,,,,,,,,,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,1/8/2020 19:16,photo,healthy eating,negative,5,,8/1/2020,8,2114,,,,,,,,,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/11/20 22:46,photo,healthy eating,negative,10,,11/23/2020,11,2034,,,,,,,,,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,11/12/2020 14:08,photo,healthy eating,negative,15,,12/11/2020,12,2092,,,,,,,,,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,23/4/21 23:41,photo,healthy eating,negative,10,,4/23/2021,4,1974,,,,,,,,,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,13/11/20 0:33,photo,healthy eating,positive,70,,11/13/2020,11,2034,,,,,,,,,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,9/6/2021 10:13,photo,healthy eating,positive,30,,6/9/2021,6,2021,,,,,,,,,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,29/10/20 19:41,photo,healthy eating,positive,65,,10/29/2020,10,2056,,,,,,,,,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,14/5/21 12:47,photo,healthy eating,positive,60,,5/14/2021,5,2138,,,,,,,,,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,4/8/2020 5:40,photo,healthy eating,negative,0,,8/4/2020,8,2114,,,,,,,,,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,7/8/2020 4:09,photo,healthy eating,positive,72,,8/7/2020,8,2114,,,,,,,,,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,23/10/20 21:19,photo,healthy eating,positive,72,,10/23/2020,10,2056,,,,,,,,,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,14/11/20 23:53,photo,healthy eating,positive,72,,11/14/2020,11,2034,,,,,,,,,
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,4/8/2020 19:26,photo,healthy eating,negative,12,,8/4/2020,8,2114,,,,,,,,,
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,12/11/2020 4:54,photo,healthy eating,positive,30,,11/12/2020,11,2034,,,,,,,,,
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,3/4/2021 12:17,photo,technology,negative,12,,4/3/2021,4,1974,,,,,,,,,
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,27/9/20 22:15,photo,technology,positive,70,,9/27/2020,9,2022,,,,,,,,,
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,27/10/20 5:45,photo,technology,positive,60,,10/27/2020,10,2056,,,,,,,,,
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,15/10/20 9:11,photo,technology,negative,15,,10/15/2020,10,2056,,,,,,,,,
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,7/5/2021 9:16,photo,technology,positive,60,,5/7/2021,5,2138,,,,,,,,,
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16/9/20 8:39,photo,technology,negative,5,,9/16/2020,9,2022,,,,,,,,,
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,29/10/20 15:38,photo,technology,neutral,20,,10/29/2020,10,2056,,,,,,,,,
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,24/5/21 18:03,video,food,negative,15,,5/24/2021,5,2138,,,,,,,,,
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,25/2/21 20:02,GIF,cooking,positive,30,,2/25/2021,2,1914,,,,,,,,,
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2/5/2021 3:45,GIF,cooking,negative,5,,5/2/2021,5,2138,,,,,,,,,
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,28/1/21 8:49,GIF,cooking,positive,70,,1/28/2021,1,2126,,,,,,,,,
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,15/2/21 13:06,GIF,cooking,neutral,35,,2/15/2021,2,1914,,,,,,,,,
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,4/11/2020 21:25,GIF,cooking,negative,10,,11/4/2020,11,2034,,,,,,,,,
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,23/6/20 22:12,GIF,cooking,positive,65,,6/23/2020,6,2021,,,,,,,,,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,16/2/21 4:01,GIF,cooking,positive,70,,2/16/2021,2,1914,,,,,,,,,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,3/1/2021 8:44,GIF,cooking,positive,30,,1/3/2021,1,2126,,,,,,,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,25/11/20 12:45,GIF,cooking,positive,72,,11/25/2020,11,2034,,,,,,,,,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,3/12/2020 16:47,GIF,cooking,positive,50,,12/3/2020,12,2092,,,,,,,,,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,22/5/21 21:03,GIF,cooking,positive,50,,5/22/2021,5,2138,,,,,,,,,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,18/1/21 13:39,GIF,cooking,positive,70,,1/18/2021,1,2126,,,,,,,,,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,6/1/2021 0:35,GIF,cooking,neutral,20,,1/6/2021,1,2126,,,,,,,,,
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,14/5/21 14:33,GIF,cooking,positive,72,,5/14/2021,5,2138,,,,,,,,,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,27/5/21 15:21,GIF,cooking,negative,12,,5/27/2021,5,2138,,,,,,,,,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,21/7/20 2:12,GIF,cooking,neutral,35,,7/21/2020,7,2070,,,,,,,,,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,26/5/21 6:09,GIF,cooking,negative,10,,5/26/2021,5,2138,,,,,,,,,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,25/2/21 3:16,GIF,cooking,negative,10,,2/25/2021,2,1914,,,,,,,,,
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,7/12/2020 22:50,GIF,cooking,positive,45,,12/7/2020,12,2092,,,,,,,,,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,24/10/20 14:06,GIF,cooking,neutral,20,,10/24/2020,10,2056,,,,,,,,,
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,1/9/2020 21:18,GIF,cooking,neutral,35,,9/1/2020,9,2022,,,,,,,,,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,10/5/2021 22:07,GIF,cooking,positive,72,,5/10/2021,5,2138,,,,,,,,,
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,12/2/2021 16:37,video,dogs,positive,70,,2/12/2021,2,1914,,,,,,,,,
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,28/4/21 15:22,video,dogs,positive,60,,4/28/2021,4,1974,,,,,,,,,
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,24/1/21 0:38,video,dogs,positive,45,,1/24/2021,1,2126,,,,,,,,,
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,18/3/21 1:53,video,dogs,negative,12,,3/18/2021,3,2012,,,,,,,,,
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,14/1/21 7:21,video,dogs,negative,0,,1/14/2021,1,2126,,,,,,,,,
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,23/12/20 4:11,video,dogs,positive,60,,12/23/2020,12,2092,,,,,,,,,
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,21/5/21 7:23,video,dogs,negative,5,,5/21/2021,5,2138,,,,,,,,,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,28/3/21 23:25,video,dogs,positive,50,,3/28/2021,3,2012,,,,,,,,,
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,16/9/20 7:33,video,dogs,neutral,35,,9/16/2020,9,2022,,,,,,,,,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,8/11/2020 10:53,video,dogs,neutral,20,,11/8/2020,11,2034,,,,,,,,,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,6/3/2021 5:23,video,dogs,positive,60,,3/6/2021,3,2012,,,,,,,,,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,13/1/21 23:35,video,dogs,negative,0,,1/13/2021,1,2126,,,,,,,,,
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/9/2020 22:35,video,dogs,positive,70,,9/6/2020,9,2022,,,,,,,,,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,24/6/20 9:31,video,dogs,positive,30,,6/24/2020,6,2021,,,,,,,,,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,7/2/2021 21:39,video,dogs,negative,5,,2/7/2021,2,1914,,,,,,,,,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,21/1/21 18:28,video,dogs,positive,45,,1/21/2021,1,2126,,,,,,,,,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,27/2/21 0:21,video,dogs,negative,10,,2/27/2021,2,1914,,,,,,,,,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,22/8/20 12:06,video,dogs,negative,12,,8/22/2020,8,2114,,,,,,,,,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,3/8/2020 6:29,video,dogs,positive,70,,8/3/2020,8,2114,,,,,,,,,
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/8/2020 6:20,video,dogs,negative,15,,8/2/2020,8,2114,,,,,,,,,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,4/6/2021 4:57,video,dogs,positive,70,,6/4/2021,6,2021,,,,,,,,,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,21/10/20 9:07,video,dogs,positive,75,,10/21/2020,10,2056,,,,,,,,,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,26/12/20 19:46,video,dogs,negative,10,,12/26/2020,12,2092,,,,,,,,,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/3/2021 22:47,video,dogs,negative,15,,3/2/2021,3,2012,,,,,,,,,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,31/3/21 9:48,video,dogs,neutral,20,,3/31/2021,3,2012,,,,,,,,,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,14/6/21 13:44,video,dogs,positive,30,,6/14/2021,6,2021,,,,,,,,,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,27/12/20 17:04,video,dogs,negative,15,,12/27/2020,12,2092,,,,,,,,,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/2/2021 3:51,video,dogs,negative,15,,2/11/2021,2,1914,,,,,,,,,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,7/12/2020 19:07,video,dogs,positive,30,,12/7/2020,12,2092,,,,,,,,,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,28/12/20 8:31,video,dogs,positive,30,,12/28/2020,12,2092,,,,,,,,,
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,26/10/20 5:27,video,dogs,positive,30,,10/26/2020,10,2056,,,,,,,,,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,26/9/20 18:43,video,dogs,negative,12,,9/26/2020,9,2022,,,,,,,,,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,25/11/20 13:01,video,dogs,negative,15,,11/25/2020,11,2034,,,,,,,,,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/7/2020 5:51,video,dogs,positive,60,,7/11/2020,7,2070,,,,,,,,,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,19/3/21 16:23,video,dogs,positive,60,,3/19/2021,3,2012,,,,,,,,,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,11/10/2020 18:31,video,dogs,positive,30,,10/11/2020,10,2056,,,,,,,,,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2/11/2020 20:15,video,dogs,positive,60,,11/2/2020,11,2034,,,,,,,,,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,1/10/2020 3:35,video,dogs,positive,70,,10/1/2020,10,2056,,,,,,,,,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,11/2/2021 20:10,video,dogs,negative,0,,2/11/2021,2,1914,,,,,,,,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,7/2/2021 15:59,video,dogs,positive,70,,2/7/2021,2,1914,,,,,,,,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,17/10/20 11:46,video,dogs,negative,5,,10/17/2020,10,2056,,,,,,,,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,9/8/2020 19:41,video,dogs,positive,50,,8/9/2020,8,2114,,,,,,,,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,1/2/2021 2:40,video,dogs,positive,65,,2/1/2021,2,1914,,,,,,,,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,30/1/21 9:36,video,dogs,positive,72,,1/30/2021,1,2126,,,,,,,,,
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,31/3/21 15:24,video,technology,positive,70,,3/31/2021,3,2012,,,,,,,,,
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,5/2/2021 17:00,video,technology,positive,75,,2/5/2021,2,1914,,,,,,,,,
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,19/2/21 16:29,video,technology,positive,60,,2/19/2021,2,1914,,,,,,,,,
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,25/7/20 0:00,video,technology,negative,12,,7/25/2020,7,2070,,,,,,,,,
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,13/7/20 2:38,photo,soccer,positive,72,,7/13/2020,7,2070,,,,,,,,,
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,13/1/21 13:11,photo,soccer,neutral,20,,1/13/2021,1,2126,,,,,,,,,
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2/1/2021 16:46,photo,soccer,negative,12,,1/2/2021,1,2126,,,,,,,,,
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,26/11/20 2:25,photo,soccer,positive,45,,11/26/2020,11,2034,,,,,,,,,
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,25/8/20 19:18,photo,soccer,positive,70,,8/25/2020,8,2114,,,,,,,,,
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,1/2/2021 0:15,photo,soccer,negative,5,,2/1/2021,2,1914,,,,,,,,,
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,4/6/2021 14:36,photo,soccer,positive,65,,6/4/2021,6,2021,,,,,,,,,
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,19/8/20 13:38,photo,soccer,positive,72,,8/19/2020,8,2114,,,,,,,,,
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,22/4/21 2:08,photo,soccer,positive,70,,4/22/2021,4,1974,,,,,,,,,
